line,status,message,path,current,new,entity_type,entity_id,old_name_ar
43,skipped_same,"Already has target name_ar","سلع مستعملة وجديدة > كمبيوتر > أجهزة لوحية > موديلات > بلاك بيري","بلاك بيري",BlackBerry,subcategory,26119,BlackBerry
44,skipped_same,"Already has target name_ar","سلع مستعملة وجديدة > كمبيوتر > أجهزة لوحية > موديلات > بلاكفيو",بلاكفيو,Blackview,subcategory,26120,Blackview
45,skipped_same,"Already has target name_ar","سلع مستعملة وجديدة > كمبيوتر > أجهزة لوحية > موديلات > بولارويد",بولارويد,Polaroid,subcategory,26159,Polaroid
46,skipped_same,"Already has target name_ar","سلع مستعملة وجديدة > كمبيوتر > أجهزة لوحية > موديلات > بوليباد",بوليباد,Polypad,subcategory,26160,Polypad
47,skipped_same,"Already has target name_ar","سلع مستعملة وجديدة > كمبيوتر > أجهزة لوحية > موديلات > بيبو",بيبو,Pipo,subcategory,26157,Pipo
48,skipped_same,"Already has target name_ar","سلع مستعملة وجديدة > كمبيوتر > أجهزة لوحية > موديلات > تشوي",تشوي,Chuwi,subcategory,26122,Chuwi
49,skipped_same,"Already has target name_ar","سلع مستعملة وجديدة > كمبيوتر > أجهزة لوحية > موديلات > توركسيل",توركسيل,Turkcell,subcategory,26170,Turkcell
50,skipped_same,"Already has target name_ar","سلع مستعملة وجديدة > كمبيوتر > أجهزة لوحية > موديلات > توشيبا",توشيبا,Toshiba,subcategory,26169,Toshiba
51,skipped_same,"Already has target name_ar","سلع مستعملة وجديدة > كمبيوتر > أجهزة لوحية > موديلات > تي سي إل","تي سي إل",TCL,subcategory,26167,TCL
52,skipped_same,"Already has target name_ar","سلع مستعملة وجديدة > كمبيوتر > أجهزة لوحية > موديلات > تيكلاست",تيكلاست,Teclast,subcategory,26168,Teclast
53,skipped_same,"Already has target name_ar","سلع مستعملة وجديدة > كمبيوتر > أجهزة لوحية > موديلات > جرونديج",جرونديج,Grundig,subcategory,26134,Grundig
54,skipped_same,"Already has target name_ar","سلع مستعملة وجديدة > كمبيوتر > أجهزة لوحية > موديلات > جوجل",جوجل,Google,subcategory,26133,Google
55,skipped_same,"Already has target name_ar","سلع مستعملة وجديدة > كمبيوتر > أجهزة لوحية > موديلات > جولد ماستر","جولد ماستر",GoldMaster,subcategory,26132,GoldMaster
56,skipped_same,"Already has target name_ar","سلع مستعملة وجديدة > كمبيوتر > أجهزة لوحية > موديلات > جي تي اكس","جي تي اكس",GTX,subcategory,26135,GTX
57,skipped_same,"Already has target name_ar","سلع مستعملة وجديدة > كمبيوتر > أجهزة لوحية > موديلات > دوجي",دوجي,Doogee,subcategory,26126,Doogee
58,skipped_same,"Already has target name_ar","سلع مستعملة وجديدة > كمبيوتر > أجهزة لوحية > موديلات > ديل",ديل,Dell,subcategory,26125,Dell
59,skipped_same,"Already has target name_ar","سلع مستعملة وجديدة > كمبيوتر > أجهزة لوحية > موديلات > ريدر",ريدر,Reeder,subcategory,26161,Reeder
60,skipped_same,"Already has target name_ar","سلع مستعملة وجديدة > كمبيوتر > أجهزة لوحية > موديلات > زد تي إي سنات","زد تي إي سنات",ZTE,subcategory,26178,ZTE
61,skipped_same,"Already has target name_ar","سلع مستعملة وجديدة > كمبيوتر > أجهزة لوحية > موديلات > سامسونج",سامسونج,Samsung,subcategory,26162,Samsung
62,skipped_same,"Already has target name_ar","سلع مستعملة وجديدة > كمبيوتر > أجهزة لوحية > موديلات > سمارت كيو","سمارت كيو",SmartQ,subcategory,26163,SmartQ
63,skipped_same,"Already has target name_ar","سلع مستعملة وجديدة > كمبيوتر > أجهزة لوحية > موديلات > سمكة البيرانا","سمكة البيرانا",Piranha,subcategory,26158,Piranha
64,skipped_same,"Already has target name_ar","سلع مستعملة وجديدة > كمبيوتر > أجهزة لوحية > موديلات > سوني",سوني,Sony,subcategory,26164,Sony
65,skipped_same,"Already has target name_ar","سلع مستعملة وجديدة > كمبيوتر > أجهزة لوحية > موديلات > سيروكس",سيروكس,Syrox,subcategory,26166,Syrox
66,skipped_same,"Already has target name_ar","سلع مستعملة وجديدة > كمبيوتر > أجهزة لوحية > موديلات > شاومي",شاومي,Xiaomi,subcategory,26177,Xiaomi
67,skipped_same,"Already has target name_ar","سلع مستعملة وجديدة > كمبيوتر > أجهزة لوحية > موديلات > صني",صني,Sunny,subcategory,26165,Sunny
68,skipped_same,"Already has target name_ar","سلع مستعملة وجديدة > كمبيوتر > أجهزة لوحية > موديلات > طرد اركوس","طرد اركوس",Archos,subcategory,26116,Archos
69,skipped_same,"Already has target name_ar","سلع مستعملة وجديدة > كمبيوتر > أجهزة لوحية > موديلات > فودافون",فودافون,Vodafone,subcategory,26175,Vodafone
70,skipped_same,"Already has target name_ar","سلع مستعملة وجديدة > كمبيوتر > أجهزة لوحية > موديلات > فوركوم",فوركوم,Vorcom,subcategory,26176,Vorcom
71,skipped_same,"Already has target name_ar","سلع مستعملة وجديدة > كمبيوتر > أجهزة لوحية > موديلات > فوسيبوت",فوسيبوت,Fossibot,subcategory,26130,Fossibot
72,skipped_same,"Already has target name_ar","سلع مستعملة وجديدة > كمبيوتر > أجهزة لوحية > موديلات > فيستل",فيستل,Vestel,subcategory,26174,Vestel
73,skipped_same,"Already has target name_ar","سلع مستعملة وجديدة > كمبيوتر > أجهزة لوحية > موديلات > كاسبر",كاسبر,Casper,subcategory,26121,Casper
74,skipped_same,"Already has target name_ar","سلع مستعملة وجديدة > كمبيوتر > أجهزة لوحية > موديلات > كاواي",كاواي,Kawai,subcategory,26141,Kawai
75,skipped_same,"Already has target name_ar","سلع مستعملة وجديدة > كمبيوتر > أجهزة لوحية > موديلات > كودجن",كودجن,Codegen,subcategory,26123,Codegen
76,skipped_same,"Already has target name_ar","سلع مستعملة وجديدة > كمبيوتر > أجهزة لوحية > موديلات > كونكورد",كونكورد,Concord,subcategory,26124,Concord
77,skipped_same,"Already has target name_ar","سلع مستعملة وجديدة > كمبيوتر > أجهزة لوحية > موديلات > لينوفو",لينوفو,Lenovo,subcategory,26142,Lenovo
78,skipped_same,"Already has target name_ar","سلع مستعملة وجديدة > كمبيوتر > أجهزة لوحية > موديلات > مالاتا",مالاتا,Malata,subcategory,26144,Malata
79,skipped_same,"Already has target name_ar","سلع مستعملة وجديدة > كمبيوتر > أجهزة لوحية > موديلات > مايكروسوفت",مايكروسوفت,Microsoft,subcategory,26145,Microsoft
80,skipped_same,"Already has target name_ar","سلع مستعملة وجديدة > كمبيوتر > أجهزة لوحية > موديلات > موبايل عام","موبايل عام","General Mobile",subcategory,26131,"General Mobile"
81,skipped_same,"Already has target name_ar","سلع مستعملة وجديدة > كمبيوتر > أجهزة لوحية > موديلات > موبي",موبي,Mobi,subcategory,26146,Mobi
82,skipped_same,"Already has target name_ar","سلع مستعملة وجديدة > كمبيوتر > أجهزة لوحية > موديلات > نافكينج",نافكينج,Navking,subcategory,26148,Navking
83,skipped_same,"Already has target name_ar","سلع مستعملة وجديدة > كمبيوتر > أجهزة لوحية > موديلات > نافيتك",نافيتك,Navitech,subcategory,26147,Navitech
84,skipped_same,"Already has target name_ar","سلع مستعملة وجديدة > كمبيوتر > أجهزة لوحية > موديلات > نكست",نكست,Next,subcategory,26149,Next
85,skipped_same,"Already has target name_ar","سلع مستعملة وجديدة > كمبيوتر > أجهزة لوحية > موديلات > نوكيا",نوكيا,Nokia,subcategory,26151,Nokia
86,skipped_same,"Already has target name_ar","سلع مستعملة وجديدة > كمبيوتر > أجهزة لوحية > موديلات > نيكستبوك",نيكستبوك,Nextbook,subcategory,26150,Nextbook
87,skipped_same,"Already has target name_ar","سلع مستعملة وجديدة > كمبيوتر > أجهزة لوحية > موديلات > هواوي",هواوي,Huawei,subcategory,26139,Huawei
88,skipped_same,"Already has target name_ar","سلع مستعملة وجديدة > كمبيوتر > أجهزة لوحية > موديلات > هومتك",هومتك,Hometech,subcategory,26136,Hometech
89,skipped_same,"Already has target name_ar","سلع مستعملة وجديدة > كمبيوتر > أجهزة لوحية > موديلات > هونر",هونر,Honor,subcategory,26137,Honor
90,skipped_same,"Already has target name_ar","سلع مستعملة وجديدة > كمبيوتر > أجهزة لوحية > موديلات > يونيباد",يونيباد,Unipad,subcategory,26173,Unipad
91,skipped_same,"Already has target name_ar","سلع مستعملة وجديدة > كمبيوتر > أجهزة لوحية > موديلات > يونيهيرتز",يونيهيرتز,Unihertz,subcategory,26172,Unihertz
92,skipped_same,"Already has target name_ar","سلع مستعملة وجديدة > كمبيوتر > كمبيوتر مكتبي > موديلات > آبل",آبل,Apple,subcategory,25865,Apple
93,skipped_same,"Already has target name_ar","سلع مستعملة وجديدة > كمبيوتر > كمبيوتر مكتبي > موديلات > آسروك",آسروك,Asrock,subcategory,25867,Asrock
94,skipped_same,"Already has target name_ar","سلع مستعملة وجديدة > كمبيوتر > كمبيوتر مكتبي > موديلات > آسوس",آسوس,Asus,subcategory,25868,Asus
95,skipped_same,"Already has target name_ar","سلع مستعملة وجديدة > كمبيوتر > كمبيوتر مكتبي > موديلات > آي بي إم","آي بي إم",IBM,subcategory,25891,IBM
96,skipped_same,"Already has target name_ar","سلع مستعملة وجديدة > كمبيوتر > كمبيوتر مكتبي > موديلات > آي لايف","آي لايف",I-Life,subcategory,25892,I-Life
97,skipped_same,"Already has target name_ar","سلع مستعملة وجديدة > كمبيوتر > كمبيوتر مكتبي > موديلات > أرسيليك",أرسيليك,Arçelik,subcategory,25866,Arçelik
98,skipped_same,"Already has target name_ar","سلع مستعملة وجديدة > كمبيوتر > كمبيوتر مكتبي > موديلات > أفانترون",أفانترون,Avantron,subcategory,25869,Avantron
99,skipped_same,"Already has target name_ar","سلع مستعملة وجديدة > كمبيوتر > كمبيوتر مكتبي > موديلات > أوفيس كيس","أوفيس كيس",Officecase,subcategory,25902,Officecase
100,skipped_same,"Already has target name_ar","سلع مستعملة وجديدة > كمبيوتر > كمبيوتر مكتبي > موديلات > أوليفيتي",أوليفيتي,Olivetti,subcategory,25903,Olivetti
101,skipped_same,"Already has target name_ar","سلع مستعملة وجديدة > كمبيوتر > كمبيوتر مكتبي > موديلات > أيسر",أيسر,Acer,subcategory,25862,Acer
102,skipped_same,"Already has target name_ar","سلع مستعملة وجديدة > كمبيوتر > كمبيوتر مكتبي > موديلات > إكسبير",إكسبير,Exper,subcategory,25881,Exper
103,skipped_same,"Already has target name_ar","سلع مستعملة وجديدة > كمبيوتر > كمبيوتر مكتبي > موديلات > إم إس آي","إم إس آي",MSI,subcategory,25899,MSI
104,skipped_same,"Already has target name_ar","سلع مستعملة وجديدة > كمبيوتر > كمبيوتر مكتبي > موديلات > إن إي سي","إن إي سي",NEC,subcategory,25901,NEC
105,skipped_same,"Already has target name_ar","سلع مستعملة وجديدة > كمبيوتر > كمبيوتر مكتبي > موديلات > إن سي آر","إن سي آر",NCR,subcategory,25900,NCR
106,skipped_same,"Already has target name_ar","سلع مستعملة وجديدة > كمبيوتر > كمبيوتر مكتبي > موديلات > إنتل إنتل","إنتل إنتل",Intel,subcategory,25893,Intel
107,skipped_same,"Already has target name_ar","سلع مستعملة وجديدة > كمبيوتر > كمبيوتر مكتبي > موديلات > إيداتا ستيفيو","إيداتا ستيفيو",Aidata,subcategory,25864,Aidata
108,skipped_same,"Already has target name_ar","سلع مستعملة وجديدة > كمبيوتر > كمبيوتر مكتبي > موديلات > إيزولي",إيزولي,Izoly,subcategory,25894,Izoly
109,skipped_same,"Already has target name_ar","سلع مستعملة وجديدة > كمبيوتر > كمبيوتر مكتبي > موديلات > ايروكول",ايروكول,Aerocool,subcategory,25863,Aerocool
110,skipped_same,"Already has target name_ar","سلع مستعملة وجديدة > كمبيوتر > كمبيوتر مكتبي > موديلات > باكارد بيل","باكارد بيل","Packard Bell",subcategory,25905,"Packard Bell"
111,skipped_same,"Already has target name_ar","سلع مستعملة وجديدة > كمبيوتر > كمبيوتر مكتبي > موديلات > باورجيت",باورجيت,PowerGate,subcategory,25907,PowerGate
112,skipped_same,"Already has target name_ar","سلع مستعملة وجديدة > كمبيوتر > كمبيوتر مكتبي > موديلات > برو2000",برو2000,Pro2000,subcategory,25908,Pro2000
113,skipped_same,"Already has target name_ar","سلع مستعملة وجديدة > كمبيوتر > كمبيوتر مكتبي > موديلات > بلاكفيو",بلاكفيو,Blackview,subcategory,25872,Blackview
114,skipped_same,"Already has target name_ar","سلع مستعملة وجديدة > كمبيوتر > كمبيوتر مكتبي > موديلات > بيكو",بيكو,Beko,subcategory,25870,Beko
115,skipped_same,"Already has target name_ar","سلع مستعملة وجديدة > كمبيوتر > كمبيوتر مكتبي > موديلات > تكنو بي سي دومينيشن","تكنو بي سي دومينيشن",Technopc,subcategory,25916,Technopc
116,skipped_same,"Already has target name_ar","سلع مستعملة وجديدة > كمبيوتر > كمبيوتر مكتبي > موديلات > توربوكس",توربوكس,Turbox,subcategory,25917,Turbox
117,skipped_same,"Already has target name_ar","سلع مستعملة وجديدة > كمبيوتر > كمبيوتر مكتبي > موديلات > جرونديج",جرونديج,Grundig,subcategory,25885,Grundig
118,skipped_same,"Already has target name_ar","سلع مستعملة وجديدة > كمبيوتر > كمبيوتر مكتبي > موديلات > جيجابايت",جيجابايت,Gigabyte,subcategory,25884,Gigabyte
119,skipped_same,"Already has target name_ar","سلع مستعملة وجديدة > كمبيوتر > كمبيوتر مكتبي > موديلات > دراغوس",دراغوس,Dragos,subcategory,25880,Dragos
120,skipped_same,"Already has target name_ar","سلع مستعملة وجديدة > كمبيوتر > كمبيوتر مكتبي > موديلات > ديل",ديل,Dell,subcategory,25878,Dell
121,skipped_same,"Already has target name_ar","سلع مستعملة وجديدة > كمبيوتر > كمبيوتر مكتبي > موديلات > دينتي",دينتي,Dente,subcategory,25879,Dente
122,skipped_same,"Already has target name_ar","سلع مستعملة وجديدة > كمبيوتر > كمبيوتر مكتبي > موديلات > راسبيري بي","راسبيري بي","Raspberry Pi",subcategory,25910,"Raspberry Pi"
123,skipped_same,"Already has target name_ar","سلع مستعملة وجديدة > كمبيوتر > كمبيوتر مكتبي > موديلات > زوتاك ستيف","زوتاك ستيف",Zotac,subcategory,25923,Zotac
124,skipped_same,"Already has target name_ar","سلع مستعملة وجديدة > كمبيوتر > كمبيوتر مكتبي > موديلات > زيرون",زيرون,Zeron,subcategory,25922,Zeron
125,skipped_same,"Already has target name_ar","سلع مستعملة وجديدة > كمبيوتر > كمبيوتر مكتبي > موديلات > سامسونج",سامسونج,Samsung,subcategory,25911,Samsung
126,skipped_same,"Already has target name_ar","سلع مستعملة وجديدة > كمبيوتر > كمبيوتر مكتبي > موديلات > سوني",سوني,Sony,subcategory,25914,Sony
127,skipped_same,"Already has target name_ar","سلع مستعملة وجديدة > كمبيوتر > كمبيوتر مكتبي > موديلات > سي بوكس","سي بوكس",Cbox,subcategory,25874,Cbox
128,skipped_same,"Already has target name_ar","سلع مستعملة وجديدة > كمبيوتر > كمبيوتر مكتبي > موديلات > سيكليفي",سيكليفي,Seclife,subcategory,25912,Seclife
129,skipped_same,"Already has target name_ar","سلع مستعملة وجديدة > كمبيوتر > كمبيوتر مكتبي > موديلات > شاتل",شاتل,Shuttle,subcategory,25913,Shuttle
130,skipped_same,"Already has target name_ar","سلع مستعملة وجديدة > كمبيوتر > كمبيوتر مكتبي > موديلات > صن",صن,Sun,subcategory,25915,Sun
131,skipped_same,"Already has target name_ar","سلع مستعملة وجديدة > كمبيوتر > كمبيوتر مكتبي > موديلات > عثمانلي كمبيوتر","عثمانلي كمبيوتر","Osmanlı Bilgisayar",subcategory,25904,"Osmanlı Bilgisayar"
132,skipped_same,"Already has target name_ar","سلع مستعملة وجديدة > كمبيوتر > كمبيوتر مكتبي > موديلات > فوجيتسو",فوجيتسو,Fujitsu,subcategory,25882,Fujitsu
133,skipped_same,"Already has target name_ar","سلع مستعملة وجديدة > كمبيوتر > كمبيوتر مكتبي > موديلات > فوجيتسو سيمنز","فوجيتسو سيمنز","Fujitsu Siemens",subcategory,25883,"Fujitsu Siemens"
134,skipped_same,"Already has target name_ar","سلع مستعملة وجديدة > كمبيوتر > كمبيوتر مكتبي > موديلات > فيستل",فيستل,Vestel,subcategory,25918,Vestel
135,skipped_same,"Already has target name_ar","سلع مستعملة وجديدة > كمبيوتر > كمبيوتر مكتبي > موديلات > فيليبس",فيليبس,Philips,subcategory,25906,Philips
136,skipped_same,"Already has target name_ar","سلع مستعملة وجديدة > كمبيوتر > كمبيوتر مكتبي > موديلات > فيوسونيك",فيوسونيك,ViewSonic,subcategory,25919,ViewSonic
137,skipped_same,"Already has target name_ar","سلع مستعملة وجديدة > كمبيوتر > كمبيوتر مكتبي > موديلات > كاسبر",كاسبر,Casper,subcategory,25873,Casper
138,skipped_same,"Already has target name_ar","سلع مستعملة وجديدة > كمبيوتر > كمبيوتر مكتبي > موديلات > كريا",كريا,Crea,subcategory,25877,Crea
139,skipped_same,"Already has target name_ar","سلع مستعملة وجديدة > كمبيوتر > كمبيوتر مكتبي > موديلات > كزاسر",كزاسر,Xaser,subcategory,25921,Xaser
140,skipped_same,"Already has target name_ar","سلع مستعملة وجديدة > كمبيوتر > كمبيوتر مكتبي > موديلات > كوادرو",كوادرو,Quadro,subcategory,25909,Quadro
141,skipped_same,"Already has target name_ar","سلع مستعملة وجديدة > كمبيوتر > كمبيوتر مكتبي > موديلات > كومباك",كومباك,Compaq,subcategory,25876,Compaq
142,skipped_same,"Already has target name_ar","سلع مستعملة وجديدة > كمبيوتر > كمبيوتر مكتبي > موديلات > لينوفو",لينوفو,Lenovo,subcategory,25895,Lenovo
143,skipped_same,"Already has target name_ar","سلع مستعملة وجديدة > كمبيوتر > كمبيوتر مكتبي > موديلات > مايكروسوفت",مايكروسوفت,Microsoft,subcategory,25896,Microsoft
144,skipped_same,"Already has target name_ar","سلع مستعملة وجديدة > كمبيوتر > كمبيوتر مكتبي > موديلات > مستر بلس","مستر بلس","Mister Plus",subcategory,25898,"Mister Plus"
145,skipped_same,"Already has target name_ar","سلع مستعملة وجديدة > كمبيوتر > كمبيوتر مكتبي > موديلات > مونستر ستيفيو","مونستر ستيفيو",Monster,subcategory,25897,Monster
146,skipped_same,"Already has target name_ar","سلع مستعملة وجديدة > كمبيوتر > كمبيوتر مكتبي > موديلات > هواوي",هواوي,Huawei,subcategory,25889,Huawei
147,skipped_same,"Already has target name_ar","سلع مستعملة وجديدة > كمبيوتر > كمبيوتر مكتبي > موديلات > هومتك",هومتك,Hometech,subcategory,25887,Hometech
148,skipped_same,"Already has target name_ar","سلع مستعملة وجديدة > كمبيوتر > كمبيوتر مكتبي > موديلات > هيريكان",هيريكان,Hurricane,subcategory,25890,Hurricane
149,skipped_same,"Already has target name_ar","سلع مستعملة وجديدة > كمبيوتر > كمبيوتر مكتبي > موديلات > واربوكس",واربوكس,Warbox,subcategory,25920,Warbox
150,not_found,"Category not found: سلع مستعملة وجديدة","سلع مستعملة وجديدة > كمبيوتر > لابتوبات ونوت بوك > لابتوبات > NUC إنتل","NUC إنتل","NUC Intel",,,
151,not_found,"Category not found: سلع مستعملة وجديدة","سلع مستعملة وجديدة > كمبيوتر > لابتوبات ونوت بوك > لابتوبات > XIAOMI جاهزة","XIAOMI جاهزة",Xiaomi,,,
152,not_found,"Category not found: سلع مستعملة وجديدة","سلع مستعملة وجديدة > كمبيوتر > لابتوبات ونوت بوك > لابتوبات > آبل ماك بوك","آبل ماك بوك","Apple Macbook",,,
153,not_found,"Category not found: سلع مستعملة وجديدة","سلع مستعملة وجديدة > كمبيوتر > لابتوبات ونوت بوك > لابتوبات > آسوس",آسوس,Asus,,,
154,not_found,"Category not found: سلع مستعملة وجديدة","سلع مستعملة وجديدة > كمبيوتر > لابتوبات ونوت بوك > لابتوبات > آي إكس تك","آي إكس تك",iXtech,,,
155,not_found,"Category not found: سلع مستعملة وجديدة","سلع مستعملة وجديدة > كمبيوتر > لابتوبات ونوت بوك > لابتوبات > آي بي إم","آي بي إم",IBM,,,
156,not_found,"Category not found: سلع مستعملة وجديدة","سلع مستعملة وجديدة > كمبيوتر > لابتوبات ونوت بوك > لابتوبات > آي لايف","آي لايف",I-Life,,,
157,not_found,"Category not found: سلع مستعملة وجديدة","سلع مستعملة وجديدة > كمبيوتر > لابتوبات ونوت بوك > لابتوبات > أدفان",أدفان,Advan,,,
158,not_found,"Category not found: سلع مستعملة وجديدة","سلع مستعملة وجديدة > كمبيوتر > لابتوبات ونوت بوك > لابتوبات > أدفنت",أدفنت,Advent,,,
159,not_found,"Category not found: سلع مستعملة وجديدة","سلع مستعملة وجديدة > كمبيوتر > لابتوبات ونوت بوك > لابتوبات > أرسيليك",أرسيليك,Arçelik,,,
160,not_found,"Category not found: سلع مستعملة وجديدة","سلع مستعملة وجديدة > كمبيوتر > لابتوبات ونوت بوك > لابتوبات > أوروس",أوروس,Aorus,,,
161,not_found,"Category not found: سلع مستعملة وجديدة","سلع مستعملة وجديدة > كمبيوتر > لابتوبات ونوت بوك > لابتوبات > أيسر",أيسر,Acer,,,
